profile,split,degree,selected_degree,profile_reversal_family,compatible_record_triples,coefficient,coefficient_times_q,evidence_status,family,source,perron_sensitivity,perron_contribution
"[1,3,5,3]","[1,3,2,0]",12,6,"[1,3,5,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0007898094305567825,2.4681544704899454e-05
"[1,3,7,1]","[0,0,5,1]",12,6,"[1,3,7,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0005551031413196639,1.7346973166239497e-05
"[1,3,7,1]","[0,0,6,0]",12,6,"[1,3,7,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.1564037108862838e-24,3.613761596519637e-26
"[1,3,7,1]","[0,1,4,1]",12,6,"[1,3,7,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,9.466849609892381e-24,2.958390503091369e-25
"[1,3,7,1]","[0,1,5,0]",12,6,"[1,3,7,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.2649811347785197e-22,3.953066046182874e-24
"[1,3,7,1]","[0,2,3,1]",12,6,"[1,3,7,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0014143358245502203,4.4197994517194384e-05
"[1,3,7,1]","[0,2,4,0]",12,6,"[1,3,7,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,3.049345507706732e-24,9.529204711583538e-26
"[1,3,7,1]","[0,3,2,1]",12,6,"[1,3,7,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,4.628213112289674e-24,1.4463165975905232e-25
"[1,3,7,1]","[0,3,3,0]",12,6,"[1,3,7,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,7.495340253389781e-23,2.3422938291843064e-24
"[1,3,7,1]","[1,0,4,1]",12,6,"[1,3,7,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,7.495340253389781e-23,2.3422938291843064e-24
"[1,3,7,1]","[1,0,5,0]",12,6,"[1,3,7,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,4.628213112289674e-24,1.4463165975905232e-25
"[1,3,7,1]","[1,1,3,1]",12,6,"[1,3,7,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,3.049345507706732e-24,9.529204711583538e-26
"[1,3,7,1]","[1,1,4,0]",12,6,"[1,3,7,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0014143358245502203,4.4197994517194384e-05
"[1,3,7,1]","[1,2,2,1]",12,6,"[1,3,7,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.2649811347785197e-22,3.953066046182874e-24
"[1,3,7,1]","[1,2,3,0]",12,6,"[1,3,7,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,9.466849609892381e-24,2.958390503091369e-25
"[1,3,7,1]","[1,3,1,1]",12,6,"[1,3,7,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.1564037108862838e-24,3.613761596519637e-26
"[1,3,7,1]","[1,3,2,0]",12,6,"[1,3,7,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0005551031413196639,1.7346973166239497e-05
"[1,5,1,5]","[0,0,1,5]",12,6,"[1,5,1,5]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0003931035949162031,1.2284487341131347e-05
"[1,5,1,5]","[0,1,0,5]",12,6,"[1,5,1,5]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,8.668328593912092e-24,2.7088526855975287e-25
"[1,5,1,5]","[0,1,1,4]",12,6,"[1,5,1,5]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.7895138895911111e-22,5.592230904972222e-24
"[1,5,1,5]","[0,2,0,4]",12,6,"[1,5,1,5]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,5.056794598361742e-24,1.5802483119880444e-25
"[1,5,1,5]","[0,2,1,3]",12,6,"[1,5,1,5]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0019920386460172525,6.225120768803914e-05
"[1,5,1,5]","[0,3,0,3]",12,6,"[1,5,1,5]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.1828688236009973e-23,3.6964650737531166e-25
"[1,5,1,5]","[0,3,1,2]",12,6,"[1,5,1,5]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,2.663014255439214e-22,8.321919548247543e-24
"[1,5,1,5]","[0,4,0,2]",12,6,"[1,5,1,5]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,3.720885527068825e-24,1.162776727209008e-25
"[1,5,1,5]","[0,4,1,1]",12,6,"[1,5,1,5]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.002405738451001956,7.517932659381112e-05
"[1,5,1,5]","[0,5,0,1]",12,6,"[1,5,1,5]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,6.223840304159687e-24,1.944950095049902e-25
"[1,5,1,5]","[0,5,1,0]",12,6,"[1,5,1,5]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,8.701094084495803e-23,2.7190919014049385e-24
"[1,5,1,5]","[1,0,0,5]",12,6,"[1,5,1,5]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,8.701094084495803e-23,2.7190919014049385e-24
"[1,5,1,5]","[1,0,1,4]",12,6,"[1,5,1,5]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,6.223840304159687e-24,1.944950095049902e-25
"[1,5,1,5]","[1,1,0,4]",12,6,"[1,5,1,5]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.002405738451001956,7.517932659381112e-05
"[1,5,1,5]","[1,1,1,3]",12,6,"[1,5,1,5]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,3.720885527068825e-24,1.162776727209008e-25
"[1,5,1,5]","[1,2,0,3]",12,6,"[1,5,1,5]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,2.663014255439214e-22,8.321919548247543e-24
"[1,5,1,5]","[1,2,1,2]",12,6,"[1,5,1,5]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.1828688236009973e-23,3.6964650737531166e-25
"[1,5,1,5]","[1,3,0,2]",12,6,"[1,5,1,5]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0019920386460172525,6.225120768803914e-05
"[1,5,1,5]","[1,3,1,1]",12,6,"[1,5,1,5]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,5.056794598361742e-24,1.5802483119880444e-25
"[1,5,1,5]","[1,4,0,1]",12,6,"[1,5,1,5]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.7895138895911111e-22,5.592230904972222e-24
"[1,5,1,5]","[1,4,1,0]",12,6,"[1,5,1,5]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,8.668328593912092e-24,2.7088526855975287e-25
"[1,5,1,5]","[1,5,0,0]",12,6,"[1,5,1,5]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0003931035949162031,1.2284487341131347e-05
"[1,5,3,1]","[0,1,3,1]",10,5,"[1,3,5,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.002890328641645103,9.032277005140947e-05
"[1,5,3,1]","[0,2,2,1]",10,5,"[1,3,5,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.006926104612933261,0.0002164407691541644
"[1,5,3,1]","[0,2,3,0]",10,5,"[1,3,5,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.00370320294847504,0.000115725092139845
"[1,5,3,1]","[0,3,1,1]",10,5,"[1,3,5,1]","[[1,1,1],[1,3,1]]",0.02852815229229594,0.91290087335347,proved_arbitrary_upper,middle_cubic_quintic_pair,../open_problem_forr4_passive_floor_consolidation_round_3/notes/middle_cubic_quintic_pair_contraction.md,0.008067086367195258,0.0002301390684384507
"[1,5,3,1]","[0,3,2,0]",10,5,"[1,3,5,1]","[[1,1,1],[1,3,1]]",0.04624259624455661,1.4797630798258115,proved_arbitrary_upper,double_endpoint_cubic_quintic_row,../open_problem_forr4_passive_floor_consolidation_round_3/notes/double_endpoint_cubic_quintic_row_contraction.md,0.00749487525627984,0.00034658249037946637
"[1,5,3,1]","[0,4,0,1]",10,5,"[1,3,5,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0038359129329309607,0.00011987227915409252
"[1,5,3,1]","[0,4,1,0]",10,5,"[1,3,5,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.00617272701140171,0.00019289771910630343
"[1,5,3,1]","[0,5,0,0]",10,5,"[1,3,5,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.001197047319204511,3.740772872514097e-05
"[1,5,3,1]","[1,0,3,1]",10,5,"[1,3,5,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.001197047319204511,3.740772872514097e-05
"[1,5,3,1]","[1,1,2,1]",10,5,"[1,3,5,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.00617272701140171,0.00019289771910630343
"[1,5,3,1]","[1,1,3,0]",10,5,"[1,3,5,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0038359129329309607,0.00011987227915409252
"[1,5,3,1]","[1,2,1,1]",10,5,"[1,3,5,1]","[[1,1,1],[1,3,1]]",0.04624259624455661,1.4797630798258115,proved_arbitrary_upper,double_endpoint_cubic_quintic_row,../open_problem_forr4_passive_floor_consolidation_round_3/notes/double_endpoint_cubic_quintic_row_contraction.md,0.00749487525627984,0.00034658249037946637
"[1,5,3,1]","[1,2,2,0]",10,5,"[1,3,5,1]","[[1,1,1],[1,3,1]]",0.02852815229229594,0.91290087335347,proved_arbitrary_upper,middle_cubic_quintic_pair,../open_problem_forr4_passive_floor_consolidation_round_3/notes/middle_cubic_quintic_pair_contraction.md,0.008067086367195258,0.0002301390684384507
"[1,5,3,1]","[1,3,0,1]",10,5,"[1,3,5,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.00370320294847504,0.000115725092139845
"[1,5,3,1]","[1,3,1,0]",10,5,"[1,3,5,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.006926104612933261,0.0002164407691541644
"[1,5,3,1]","[1,4,0,0]",10,5,"[1,3,5,1]","[[1,1,1],[1,3,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.002890328641645103,9.032277005140947e-05
"[1,5,3,3]","[0,0,3,3]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0002553031185935312,7.97822245604785e-06
"[1,5,3,3]","[0,1,2,3]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.010964732843625e-23,3.1592647901363283e-25
"[1,5,3,3]","[0,1,3,2]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.252995549700668e-22,3.915611092814587e-24
"[1,5,3,3]","[0,2,1,3]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.00215104088719946,6.722002772498313e-05
"[1,5,3,3]","[0,2,2,2]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,6.728862182238647e-24,2.102769431949577e-25
"[1,5,3,3]","[0,2,3,1]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0015903363080622596,4.9698009626945614e-05
"[1,5,3,3]","[0,3,0,3]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,6.443354218157353e-24,2.0135481931741728e-25
"[1,5,3,3]","[0,3,1,2]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,3.2598231612714703e-22,1.0186947378973345e-23
"[1,5,3,3]","[0,3,2,1]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,2.299071673136783e-23,7.184598978552447e-25
"[1,5,3,3]","[0,3,3,0]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.472404710832463e-22,4.601264721351447e-24
"[1,5,3,3]","[0,4,0,2]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,2.4958849925326347e-24,7.799640601664483e-26
"[1,5,3,3]","[0,4,1,1]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0026508706172939434,8.283970679043573e-05
"[1,5,3,3]","[0,4,2,0]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,4.545989020905841e-24,1.4206215690330754e-25
"[1,5,3,3]","[0,5,0,1]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,4.161881397014254e-24,1.3005879365669543e-25
"[1,5,3,3]","[0,5,1,0]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,8.953640243170884e-23,2.7980125759909014e-24
"[1,5,3,3]","[1,0,2,3]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,8.953640243170884e-23,2.7980125759909014e-24
"[1,5,3,3]","[1,0,3,2]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,4.161881397014254e-24,1.3005879365669543e-25
"[1,5,3,3]","[1,1,1,3]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,4.545989020905841e-24,1.4206215690330754e-25
"[1,5,3,3]","[1,1,2,2]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0026508706172939434,8.283970679043573e-05
"[1,5,3,3]","[1,1,3,1]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,2.4958849925326347e-24,7.799640601664483e-26
"[1,5,3,3]","[1,2,0,3]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.472404710832463e-22,4.601264721351447e-24
"[1,5,3,3]","[1,2,1,2]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,2.299071673136783e-23,7.184598978552447e-25
"[1,5,3,3]","[1,2,2,1]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,3.2598231612714703e-22,1.0186947378973345e-23
"[1,5,3,3]","[1,2,3,0]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,6.443354218157353e-24,2.0135481931741728e-25
"[1,5,3,3]","[1,3,0,2]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0015903363080622596,4.9698009626945614e-05
"[1,5,3,3]","[1,3,1,1]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,6.728862182238647e-24,2.102769431949577e-25
"[1,5,3,3]","[1,3,2,0]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.00215104088719946,6.722002772498313e-05
"[1,5,3,3]","[1,4,0,1]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.252995549700668e-22,3.915611092814587e-24
"[1,5,3,3]","[1,4,1,0]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.010964732843625e-23,3.1592647901363283e-25
"[1,5,3,3]","[1,5,0,0]",12,6,"[1,5,3,3]","[[1,1,1],[1,1,3],[1,3,1],[1,3,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0002553031185935312,7.97822245604785e-06
"[1,5,5,1]","[0,0,5,1]",12,6,"[1,5,5,1]","[[1,1,1],[1,3,1],[1,5,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.00017943513667603277,5.607348021126024e-06
"[1,5,5,1]","[0,1,4,1]",12,6,"[1,5,5,1]","[[1,1,1],[1,3,1],[1,5,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,7.156213169161954e-24,2.2363166153631107e-25
